course_code, subject_name, credits_registered, credits_earned, grade, grade_point, result_id, new_grade
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 8.02, 3627, A
IS442, DATA COMMUNICATION, 4, 4, A, 9.52, 330, S
IS633L, PROJECT BASED LEARNING, 2, 2, A, 8.98, 378, A
CV41, STRUCTURAL ANALYSIS - I, 4, 0, NE, 0, 552, F
AR804, PROFESSIONAL PRACTICE II, 3, 3, A, 9, 4923, S
CHL601, CHEMICAL REACTION ENGINEERING LABORATORY, 2, 2, A, 9.82, 975, S
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2502, F
EI601, ADVANCED EMBEDDED CONTROLLERS, 4, 4, C, 7.22, 1192, B
CS1541, COMPUTER ORGANIZATION, 4, 4, C, 7, 1322, B
EI44, INDUSTRIAL INSTRUMENTATION-I, 4, 4, A, 9.18, 2400, S
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, S, 9, 3655, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, X, 0, 3477, F
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 9.83, 2522, S
BTOE01, PRINCIPLES OF FOOD PROCESSING AND PRESERVATION, 3, 3, A, 9, 4560, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, C, 6.84, 3105, C
EE601, POWER SYSTEMS-I, 4, 4, B, 8, 1047, A
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, A, 9.62, 66, S
CS1561, COMPLIER DESIGN, 4, 4, B, 8.98, 215, A
ME601, MACHINE DEISGN - II, 4, 4, C, 7.92, 763, B
ME201, ELEMENTS OF MECHANICAL ENGINEERING, 4, 4, A, 9, 2536, S
CHL48, MECHANICAL OPERATIONS LABORATORY, 1, 1, A, 9.91, 2196, S
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 4, 4, B, 8, 1564, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2704, F
HSS202, ENVIRONMENTAL STUDIES, 2, 2, C, 6.23, 2528, C
ML804, PROJECT WORK -II, 14, 14, A, 8.76, 4844, A
AR804, PROFESSIONAL PRACTICE II, 3, 3, B, 7.89, 4893, B
IS435L, MICROPROCESSORS LAB, 1, 1, C, 7.66, 1569, B
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, B, 8.2, 3222, A
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, S, 10, 3169, S+
IS82ECA, EXTRA/ CO-CURRICULAR ACTIVITIES, 2, 2, S, 10, 3935, S+
ME45, FLUID MECHANICS, 4, 4, B, 8, 2079, A
MES82, ARTIFICIAL INTELLIGENCE, 3, 3, A, 8.01, 4530, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, C, 7, 3322, B
CV802, PROJECT WORK, 12, 12, A, 9.6, 4309, S
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2886, F
CS1562, EMBEDDED SYSTEMS, 4, 4, B, 8.55, 268, A
IS82E1, DATA SCIENCE, 4, 4, S, 10, 3991, S+
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2618, F
BTPE05, ANIMAL BIOTECHNOLOGY, 3, 3, B, 7.51, 1010, B
ME603L, FINITE ELEMENT ANALYSIS LABORATORY, 1, 1, S, 10, 843, S+
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, S, 10, 3198, S+
MES81, ENERGY ENGINEERING, 3, 3, A, 8.32, 4384, A
AR207, COMPUTERS IN ARCHITECTURE I, 1, 1, S+, 0, 3675, F
ME603, FINITE ELEMENT ANALYSIS, 4, 0, F, 0, 766, F
ME48L, MANUFACTURING PROCESS LABORATORY - I, 1, 1, A, 8.99, 2067, A
CV44, CONCRETE TECHNOLOGY, 4, 4, D, 5, 1769, D
PHY201, ENGINEERING PHYSICS, 4, 0, F, 0, 3463, F
IS632, OPERATING SYSTEM AND UNIX, 4, 4, A, 8, 290, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, D, 5.8, 3157, D
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, B, 7.16, 706, B
MLL607, DIAGNOSTIC AND THERAPEUTIC EQUIPMENT LAB, 1, 1, S, 9.88, 1108, S
ME603, FINITE ELEMENT ANALYSIS, 4, 4, A, 8.44, 798, A
IS82ECA, EXTRA/ CO-CURRICULAR ACTIVITIES, 2, 2, S, 9.85, 3919, S
IS82E1, DATA SCIENCE, 4, 4, A, 9, 3952, S
CV45, ENVIRONMENTAL ENGINEERING -I, 3, 0, NE, 0, 552, F
CH601, CHEMICAL REACTION ENGINEERING - II, 4, 4, C, 6.66, 940, C
IS632, OPERATING SYSTEM AND UNIX, 4, 4, A, 9, 398, S
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, S+, 0, 2615, F
EC201, BASIC ELECTRONICS, 4, 4, B, 8.13, 2642, A
CSL1562, EMBEDDED SYSTEMS LABORATORY, 1, 1, A, 9.59, 245, S
BT605L, ENZYME TECHNOLOGY LAB, 1, 1, A, 9.18, 997, S
BT42, HEAT & MASS TRANSFER, 4, 4, B, 8, 2239, A
BT801, BIOETHICS AND BIOSAFETY, 3, 3, A, 8.51, 4741, A
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, A, 8.14, 2469, A
CSL1563, INTERNET TECHNOLOGIES & SOFTWARE DEVELOPMENT FOR PORTABLE DEVICES LABORATORY, 2, 2, A, 9.34, 196, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, S, 10, 3198, S+
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 0, I, 0, 698, F
CSL1562, EMBEDDED SYSTEMS LABORATORY, 1, 1, S, 10, 226, S+
EEL48, ELECTRICAL MACHINES-I LAB., 1, 1, A, 9, 2251, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, A, 9, 3551, S
EC42, LINEAR INTEGRATED CIRCUITS, 4, 0, X, 0, 1628, F
EI43, EMBEDDED CONTROLLERS, 4, 4, E, 4, 2381, E
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, D, 4.58, 3281, E
EC41, MATHEMATICS - IV, 4, 4, B, 8, 1638, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 3597, S+
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, A, 8.17, 3241, A
CV604, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 9, 651, S
IS515, SOFTWARE ENGINEERING, 4, 4, A, 8.79, 36, A
EC43, CONTROL SYSTEMS, 4, 4, A, 8.08, 1710, A
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, S, 10, 1512, S+
ME42, MANUFACTURING PROCESS II, 4, 4, B, 8.21, 2014, A
IS515, SOFTWARE ENGINEERING, 4, 4, A, 9.58, 125, S
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 3528, S+
IS514, OPERATING SYSTEMS, 4, 0, X, 0, 37, F
MEL203, WORKSHOP PRACTICE, 2, 2, S+, 0, 3382, F
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, C, 7.75, 1866, B
EI42, SIGNAL PROCESSING, 4, 0, F, 0, 2382, F
EC41, MATHEMATICS - IV, 4, 4, B, 7.86, 1754, B
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 8.98, 1427, A
CS1562, EMBEDDED SYSTEMS, 4, 4, B, 8.83, 161, A
BT604, GENOMICS & PROTEOMICS, 4, 0, F, 0, 1014, F
AR203, ARCHITECTURAL GRAPHICS II, 3, 3, S, 9.06, 3685, S
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 8.7, 2085, A
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, A, 8.38, 694, A
AR603, RESEARCH METHODOLOGY, 2, 2, S, 9.23, 1247, S
IS633L, PROJECT BASED LEARNING, 2, 2, A, 9, 358, S
ME603, FINITE ELEMENT ANALYSIS, 4, 4, A, 8.96, 713, A
AL201, ENGINEERING DESIGN, 2, 2, S, 9.08, 2931, S
MEPE21, SOLAR ENERGY, 3, 3, S, 10, 715, S+
ME45, FLUID MECHANICS, 4, 0, X, 0, 1996, F
AR603, RESEARCH METHODOLOGY, 2, 0, F, 0, 1261, F
ME48L, MANUFACTURING PROCESS LABORATORY - I, 1, 1, A, 8, 1924, A
ME462, MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, B, 7.8, 679, B
IS442, DATA COMMUNICATION, 4, 4, B, 7.31, 1568, B
MEMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, C, 7.58, 1892, B
AR208, ART APPRECIATION, 2, 2, A, 8.11, 3688, A
CS813, SEMINAR, 2, 2, S, 9.41, 3794, S
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 3583, S+
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 2666, S+
IS624L, JAVA AND J2EE LAB, 1, 1, A, 9, 294, S
CS1544, DATA COMMUNICATION, 4, 4, A, 8.33, 1286, A
IS442, DATA COMMUNICATION, 4, 4, B, 7.26, 1514, B
BT44, MOLECULAR BIOLOGY, 4, 4, C, 7.86, 2249, B
TCE30, OBJECT ORIENTED PROGRAMMING IN C++, 4, 4, A, 8.54, 925, A
EC601, DIGITAL COMMUNICATION, 4, 4, A, 8.28, 452, A
EC43, CONTROL SYSTEMS, 4, 4, A, 8.2, 1721, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 0, NE, 0, 1791, F
ME47L, APPLIED THERMODYNAMICS LABORATORY, 1, 1, S, 9.62, 2069, S
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, C, 7.81, 2822, B
CV607L, DETAILING OF RC AND STEEL STRUCTURAL ELEMENTS, 2, 2, A, 9, 642, S
IS632, OPERATING SYSTEM AND UNIX, 4, 4, B, 8.52, 338, A
ML44, COMMUNICATION ENGINEERING, 3, 3, C, 7.48, 2320, B
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, B, 7.49, 3424, B
AR203, ARCHITECTURAL GRAPHICS II, 3, 3, S+, 0, 3687, F
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 2837, S+
EIMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 8, 2394, A
IMOE02, PROJECT MANAGEMENT, 3, 3, B, 7.97, 4279, B
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2751, F
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 9.99, 43, S
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2944, F
IS624, JAVA AND J2EE, 4, 4, B, 8, 308, A
EC804, PROJECT WORK - II, 14, 14, A, 9, 4223, S
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, C, 7, 4693, B
IS514L, OPERATING SYSTEM LAB, 1, 1, S, 10, 62, S+
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2589, F
MEPE30, OPERATIONS  MANAGEMENT, 3, 3, A, 8.62, 707, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 1, C, 7.35, 3013, B
AR601, ARCHITECTURAL DESIGN V, 7, 7, A, 8.19, 1202, A
AR601, ARCHITECTURAL DESIGN V, 7, 7, A, 9.57, 1276, S
AR608, WORKING DRAWING, 1, 1, C, 7, 4854, B
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 7.21, 2982, B
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, C, 6.81, 658, C
CV602, DESIGN OF STRUCTURAL STEEL ELEMENTS, 3, 3, D, 4.3, 596, E
EC605, ENTREPRENEURSHIP & MANAGEMENT, 2, 2, B, 7.41, 505, B
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2683, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S+, 0, 3464, F
AR401, ARCHITECTURAL DESIGN III, 7, 7, A, 8.04, 2453, A
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, A, 9, 4501, S
TC605, MANAGEMENT AND ENTREPRENEURSHIP, 2, 2, A, 9.29, 892, S
IS442, DATA COMMUNICATION, 4, 4, A, 9, 1429, S
ME44, KINEMATICS OF MACHINES, 4, 4, B, 8.39, 2060, A
CV601, GEOTECHNICAL ENGINEERING -II, 4, 0, NE, 0, 4290, F
IS62B2, DISTRIBUTED STORAGE TECHNOLOGIES, 4, 4, A, 8.58, 337, A
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S+, 0, 3369, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S+, 0, 3084, F
PHY201, ENGINEERING PHYSICS, 4, 4, A, 8.04, 2975, A
IS523, INTELLECTUAL PROPERTY RIGHTS, 2, 2, A, 9, 127, S
AR204, HISTORY OF ARCHITECTURE II, 3, 3, B, 8, 3724, A
ML801, INTELLECTUAL PROPERTY RIGHTS AND MEDICAL ETHICS, 3, 3, A, 9, 4807, S
ME43, APPLIED THERMODYNAMICS, 4, 4, D, 4.31, 1953, E
CS201, FUNDAMENTALS OF COMPUTING, 3, 0, X, 0, 2805, F
IS514L, OPERATING SYSTEM LAB, 1, 1, S, 10, 101, S+
IS52A2, EMBEDDED COMPUTING, 4, 4, A, 9, 112, S
EC44, MICROPROCESSORS, 4, 4, B, 8.81, 1710, A
IS624L, JAVA AND J2EE LAB, 1, 1, A, 9, 328, S
CS1564, COMPUTER GRAPHICS, 4, 4, C, 7, 192, B
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, A, 9.14, 779, S
BTPE08, FOOD BIOTECHNOLOGY, 3, 3, A, 9.78, 1003, S
EI44, INDUSTRIAL INSTRUMENTATION-I, 4, 4, A, 8.95, 2399, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, D, 5, 3595, D
CV43, TRANSPORTATION ENGINEERING - I, 4, 4, B, 8, 1843, A
EC802, EMBEDDED SYSTEM DESIGN, 4, 4, A, 9, 4212, S
ME601, MACHINE DEISGN - II, 4, 4, C, 6.28, 767, C
CV803, SEMINAR, 1, 1, S, 9.7, 4280, S
ME602, MANUFACTURING PROCESS - III, 3, 3, B, 8, 851, A
ME43, APPLIED THERMODYNAMICS, 4, 4, B, 8.35, 1938, A
EC603, COMPUTER COMMUNICATION NETWORKS, 3, 3, B, 7.06, 482, B
MEPE12, RAPID PROTOTYPING, 3, 3, S, 9.7, 785, S
EIL47, EMBEDDED CONTROLLER LAB, 1, 1, A, 8.2, 2420, A
AR607, SUSTAINABLE / ENVIRONMENTAL DESIGN, 2, 2, S, 10, 1256, S+
ME42, MANUFACTURING PROCESS II, 4, 4, A, 9, 1927, S
AR204, HISTORY OF ARCHITECTURE II, 3, 3, S, 10, 3663, S+
CSOE01, PYTHON APPLICATION PROGRAMMING, 3, 3, A, 9.52, 4056, S
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, A, 9.96, 1524, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, S, 10, 3135, S+
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, A, 9, 4410, S
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, C, 6.32, 2970, C
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, B, 8.23, 3158, A
ME43, APPLIED THERMODYNAMICS, 4, 4, C, 7, 1972, B
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, A, 8.45, 74, A
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 4, B, 7.94, 556, B
CV607L, DETAILING OF RC AND STEEL STRUCTURAL ELEMENTS, 2, 2, B, 7.32, 630, B
AR402, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY IV, 4, 4, B, 8, 2491, A
IS414L, DESIGN AND ANALYSIS OF ALGORITHMS LAB, 1, 1, B, 7.36, 1441, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 10, 2781, S+
IM43, MACHINE TOOL TECHNOLOGY, 4, 4, A, 9, 1582, S
IS632, OPERATING SYSTEM AND UNIX, 4, 4, B, 8.82, 316, A
CS1542, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, S, 10, 1287, S+
AR602, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY VI, 4, 4, A, 9, 1246, S
EC801, OPTICAL FIBER COMMUNICATION, 3, 0, X, 0, 4150, F
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, X, 0, 3444, F
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, A, 8.13, 4500, A
AR205, ARCHITECTURAL STRUCTURES II, 3, 3, S, 10, 3680, S+
IM803, SEMINAR, 2, 2, A, 9.59, 4066, S
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, B, 8, 4694, A
ML603, BIO-MEDICAL SIGNAL PROCESSING, 4, 0, NE, 0, 1131, F
ME462, MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 8.83, 2053, A
ME48L, MANUFACTURING PROCESS LABORATORY - I, 1, 1, A, 8.48, 2055, A
EC201, BASIC ELECTRONICS, 4, 4, A, 9, 2917, S
IT922, DIGITAL SIGNAL PROCESSORS, 4, 0, F, 0, 4018, F
CS1562, EMBEDDED SYSTEMS, 4, 4, E, 3.18, 259, F
ECL48, MICROPROCESSOR LAB, 1, 1, S, 9.03, 1751, S
EE43, SIGNALS & SYSTEMS, 4, 4, B, 7.14, 2274, B
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 0, F, 0, 3456, F
CVPE667, GREEN BUILDING TECHNOLOGY, 4, 4, A, 8.51, 650, A
EC802, EMBEDDED SYSTEM DESIGN, 4, 4, B, 8.71, 4174, A
ME601, MACHINE DEISGN - II, 4, 4, B, 8, 741, A
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 7.04, 2797, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0, 3177, F
TCL47, MICROCONTROLLER LAB, 1, 0, F, 0, 2086, F
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, B, 8.86, 2905, A
CSL1563, INTERNET TECHNOLOGIES & SOFTWARE DEVELOPMENT FOR PORTABLE DEVICES LABORATORY, 2, 2, S, 10, 213, S+
EE603, MODERN CONTROL THEORY, 4, 0, NE, 0, 4750, F
IS416, FINITE AUTOMATA AND FORMAL LANGUAGES, 0, 0, W, 0, 1509, F
CH803, PROJECT WORK, 13, 13, A, 8.9, 4645, A
CSL201, FUNDAMENTALS OF COMPUTING LAB, 1, 0, F, 0, 3432, F
EC201, BASIC ELECTRONICS, 4, 4, S, 10, 2921, S+
HSS203, PROFESSIONAL COMMUNICATION, 2, 2, C, 7, 3123, B
EE42, ELECTRICAL & ELECTRONIC MEASUREMENTS, 4, 0, X, 0, 2305, F
MEL203, WORKSHOP PRACTICE, 2, 2, S, 9.88, 3558, S
BTMAT41, BIOSTATISTICS AND BIOMODELING, 4, 4, B, 7.97, 2212, B
ME44, KINEMATICS OF MACHINES, 4, 0, F, 0, 1918, F
ME606, MECHATRONICS AND  MICROPROCESSOR, 3, 3, A, 9.33, 722, S
IMPE19, ORGANIZATIONAL BEHAVIOR, 3, 3, A, 8.29, 4079, A
EI42, SIGNAL PROCESSING, 4, 4, S, 10, 2418, S+
CV41, STRUCTURAL ANALYSIS - I, 4, 0, NE, 0, 654, F
CSL1562, EMBEDDED SYSTEMS LABORATORY, 1, 1, S, 9.94, 215, S
HSS202, ENVIRONMENTAL STUDIES, 2, 0, F, 0, 1016, F
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S+, 0, 2934, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 10, 3416, S+
ME803, PROJECT WORK, 12, 12, S, 10, 4574, S+
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, A, 8.09, 865, A
CS1561, COMPLIER DESIGN, 4, 4, A, 9.74, 225, S
CHY201, ENGINEERING CHEMISTRY, 4, 0, F, 0, 3538, F
EC201, BASIC ELECTRONICS, 4, 0, NE, 0, 1319, F
ISMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, A, 9, 1516, S
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, A, 8.99, 587, A
TC42, MICRO CONTROLLER, 4, 0, X, 0, 2100, F
HSS201, CONSTITUTION OF INDIA AND ETHICS, 2, 2, A, 9.35, 2848, S
BTMAT41, BIOSTATISTICS AND BIOMODELING, 4, 4, D, 5, 2224, D
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, A, 8.98, 4443, A
CSL1542, ALGORITHMS LABORATORY, 1, 1, S, 10, 1394, S+
IS632L, OPERATING SYSTEM AND UNIX  LAB, 1, 1, S, 10, 398, S+
IS82ECA, EXTRA/ CO-CURRICULAR ACTIVITIES, 2, 2, S, 10, 3946, S+
CV604, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 3, A, 8.96, 544, A
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, A, 9.22, 2929, S
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S+, 0, 3093, F
EC201, BASIC ELECTRONICS, 4, 4, S+, 0, 2581, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S, 10, 2739, S+
CV605, DESIGN AND DETAILING OF RC STRUCTURES, 4, 4, B, 8, 661, A
ISMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, S, 10, 1558, S+
CH44, PROCESS HEAT TRANSFER, 4, 4, B, 8.13, 2164, A
EC42, LINEAR INTEGRATED CIRCUITS, 4, 4, C, 6.12, 1637, C
PHY201, ENGINEERING PHYSICS, 4, 4, B, 8, 3337, A
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2606, F
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2770, F
IS631, SYSTEM SOFTWARE, 4, 4, A, 9.33, 343, S
EC45, SIGNALS AND SYSTEMS, 4, 4, A, 8.88, 1621, A
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2595, F
HSS202, ENVIRONMENTAL STUDIES, 2, 2, B, 8.19, 2505, A
HSS204M, KANNADA MANASU, 0, 0, Pass, 0, 2559, F
EC201, BASIC ELECTRONICS, 4, 4, E, 3.79, 1679, F
MEL203, WORKSHOP PRACTICE, 2, 2, A, 8.95, 3635, A
IS442, DATA COMMUNICATION, 4, 4, B, 7.64, 1521, B
CS1561, COMPLIER DESIGN, 4, 0, X, 0, 158, F
BT605L, ENZYME TECHNOLOGY LAB, 1, 1, A, 9.51, 993, S
CS201, FUNDAMENTALS OF COMPUTING, 3, 3, B, 8.79, 3028, A
AL201, ENGINEERING DESIGN, 2, 2, S, 9.58, 3579, S
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S, 10, 3233, S+
AR608, WORKING DRAWING, 1, 1, A, 9.57, 1232, S
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 2673, S+
IS52A3, SYSTEM SOFTWARE, 4, 4, A, 9, 73, S
ME802, SEMINAR / INDUSTRIAL TRAINING, 1, 1, S, 10, 4391, S+
MEPE11, PRODUCT DESIGN AND MANUFACTURING, 3, 3, A, 9.38, 874, S
IS414, DESIGN AND ANALYSIS OF ALGORITHMS, 4, 4, S, 10, 1445, S+
EC201, BASIC ELECTRONICS, 4, 4, E, 4.18, 2957, E
ME202, COMPUTER AIDED ENGINEERING DRAWING, 2, 2, S+, 0, 3166, F
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, A, 8.82, 2685, A
EIMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, C, 7.85, 2390, B
CV803, SEMINAR, 1, 1, S, 10, 4332, S+
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 6.04, 3018, C
AR602, BUILDING MATERIALS & CONSTRUCTION TECHNOLOGY VI, 4, 4, A, 8.98, 1204, A
ME42, MANUFACTURING PROCESS II, 4, 4, A, 9, 2069, S
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, E, 4, 3013, E
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, A, 9.84, 2768, S
ME603L, FINITE ELEMENT ANALYSIS LABORATORY, 1, 1, S, 9.21, 865, S
IS433, SOFTWARE ENGINEERING, 3, 0, F, 0, 1571, F
CHY201, ENGINEERING CHEMISTRY, 4, 4, S, 10, 2889, S+
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, S+, 0, 3210, F
ME801, INTELLECTUAL PROPERTY RIGHTS, 3, 3, B, 7.36, 4524, B
AR608, WORKING DRAWING, 1, 1, A, 9, 1242, S
CSPE05, BIG DATA AND DATA SCIENCE, 4, 4, B, 8, 3815, A
EC601, DIGITAL COMMUNICATION, 4, 4, B, 7.56, 493, B
IS515L, SOFTWARE ENGINEERING LAB, 1, 1, S, 9.08, 7, S
IS62C5, COMPUTER GRAPHICS, 4, 4, A, 9.57, 349, S
BT603, BIOREACTION ENGINEERING, 4, 0, X, 0, 993, F
BT44, MOLECULAR BIOLOGY, 4, 4, A, 8.96, 2244, A
ME461, ROBOTICS, 3, 3, B, 8, 1983, A
CSMAT41, ENGINEERING MATHEMATICS-IV, 4, 4, B, 7.73, 1315, B
CHYL201, ENGINEERING CHEMISTRY LAB, 1, 1, S, 10, 2716, S+
EC42, LINEAR INTEGRATED CIRCUITS, 4, 0, F, 0, 1627, F
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, B, 8.71, 3522, A
HSS202, ENVIRONMENTAL STUDIES, 2, 2, S, 9.29, 2887, S
AL201, ENGINEERING DESIGN, 2, 2, S, 10, 2941, S+
AR604, ESTIMATION & COSTING, 3, 3, S, 9.63, 1246, S
IS435L, MICROPROCESSORS LAB, 1, 1, B, 8.73, 1506, A
AR405, ARCHITECTURAL STRUCTURES IV, 3, 3, A, 9, 2487, S
IM801, TOTAL QUALITY MANAGEMENT, 3, 3, B, 8, 4099, A
CS1564, COMPUTER GRAPHICS, 4, 4, B, 7.9, 137, B
IS512, MICROPROCESSORS, 4, 4, A, 9.19, 100, S
MEL203, WORKSHOP PRACTICE, 2, 0, NE, 0, 2640, F
ME604, PROFESSIONAL ETHICS, 2, 2, A, 8.95, 833, A
BTPE13, DRUG DESIGN AND DEVELOPMENT, 3, 3, A, 8.98, 4717, A
EEL48, ELECTRICAL MACHINES-I LAB., 1, 1, B, 7.96, 2283, B
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, C, 7.19, 3272, B
MAT201, ENGINEERING MATHEMATICS-II, 4, 4, A, 8.44, 3518, A
CV46, ENGINEERING MANAGEMENT AND ENTREPRENEURSHIP, 3, 0, X, 0, 1769, F
IS62B1, FILE STRUCTURES, 4, 4, S, 10, 348, S+
AR607, SUSTAINABLE / ENVIRONMENTAL DESIGN, 2, 2, A, 9, 1257, S
HSS204K, KANNADA KALI, 0, 0, Pass, 0, 2629, F
EC604, ANTENNAS AND PROPAGATION, 3, 0, X, 0, 528, F
TC601, DIGITAL COMMUNICATION, 4, 4, S, 9.23, 919, S
EE201, BASIC ELECTRICAL ENGINEERING, 4, 4, D, 5.93, 3105, D
EC602, ANALOG AND MIXED MODE VLSI DESIGN, 3, 3, B, 7.59, 445, B
PHYL201, ENGINEERING PHYSICS LAB, 1, 1, S, 9.87, 3292, S
IS511, DATA COMMUNICATION, 4, 4, A, 9, 6, S
ME605, HYDRAULICS AND PNEUMATICS, 3, 3, A, 8.97, 790, A
CV201, BASIC CIVIL ENGINEERING AND MECHANICS, 4, 4, S+, 0, 3209, F
AL201, ENGINEERING DESIGN, 2, 2, S+, 0, 2937, F
CV608L, ENVIRONMENTAL ENGINEERING LABORATORY, 2, 2, B, 7.81, 549, B
ME47L, APPLIED THERMODYNAMICS LABORATORY, 1, 1, A, 9.4, 2044, S
